sexo;edad;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;lugar;bien;categoria_bien;grupo_bien;color;Tapabocas;Capuchas;Gorras;Actitud_nerviosa;llena_vacia;dia_noche;Robo
Hombre;33;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;no;si;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;no;si;vacia;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Bus de servicio público;Celular;Tecnología;Mercancía;Sin dato;si;si;si;no;vacia;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;vacia;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;si;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Bosque de Pinos;Estación del Transmilenio;Licencia;Documentos;Mercancía;Sin dato;si;no;no;si;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Sonora;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Revisión técnico mecánica;Documentos;Mercancía;Sin dato;no;si;si;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;no;si;no;vacia;noche;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;no;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Floresta de La Sabana�;Estación del Transmilenio;Licencia;Documentos;Mercancía;Sin dato;no;no;no;no;vacia;noche;si
Hombre;39;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;no;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Soat;Documentos;Mercancía;Sin dato;si;no;no;no;vacia;noche;si
Hombre;41;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;si;no;vacia;noche;si
Hombre;17;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Oro;si;no;si;si;llena;noche;si
Hombre;23;Transmilenio;Hurto a persona;Atraco;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;vacia;dia;si
Hombre;40;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;no;no;llena;dia;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;no;vacia;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;no;no;vacia;noche;si
Hombre;23;Transmilenio;Hurto a persona;Atraco;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;vacia;noche;si
Hombre;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Parqueadero;Celular;Tecnología;Mercancía;Negro;si;no;si;si;vacia;dia;si
Hombre;42;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;no;si;si;vacia;dia;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Cedros;Estación del Transmilenio;Cargadores;Tecnología;Mercancía;Sin dato;si;si;no;no;vacia;noche;si
Hombre;52;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Beige;si;si;si;si;llena;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Estrellita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;no;si;no;vacia;dia;si
Mujer;50;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;no;si;no;vacia;dia;si
Mujer;48;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Matur�n;Vía pública;Celular;Tecnología;Mercancía;Gris;si;no;no;no;llena;dia;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;si;si;llena;noche;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;si;llena;noche;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;si;si;vacia;noche;si
Hombre;44;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Celular;Tecnología;Mercancía;Amarillo;no;no;si;no;llena;dia;si
Hombre;48;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;no;si;no;llena;dia;si
Mujer;20;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;no;si;si;llena;dia;si
Hombre;35;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;si;si;no;si;llena;noche;si
Hombre;37;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;si;si;llena;dia;si
Hombre;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;no;no;no;no;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santandersito;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;no;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Estrella del Norte;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villa Magdala;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;no;si;no;vacia;noche;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Villas del Mediterr�neo;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;vacia;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Cedro Salazar;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;25;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio plus;Carne;Alimento;Mercancía;Sin dato;no;no;si;no;vacia;dia;si
Mujer;-1;Transmilenio;Hurto a persona;Atraco;No;Arma cortopunzante;Altos de Serrezuela;Estación del Transmilenio;Celular;Tecnología;Mercancía;Blanco;no;si;si;si;llena;noche;si
Mujer;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;no;si;no;vacia;dia;si
Hombre;49;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;si;llena;dia;si
Hombre;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Transmilenio Plus;Cédula;Documentos;Mercancía;Sin dato;no;si;si;si;vacia;noche;si
Hombre;33;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;no;llena;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Codito;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;no;no;vacia;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Licencia;Documentos;Mercancía;Sin dato;no;no;no;no;vacia;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Llanurita;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;no;no;si;si;llena;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;si;vacia;dia;si
Hombre;19;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;si;no;no;vacia;dia;si
Mujer;24;Transmilenio;Hurto a persona;Cosquilleo;No;No;Torcoroma;Estación del Transmilenio;Cheques;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;dia;si
Hombre;37;Transmilenio;Hurto a persona;Descuido;Sin dato;No;Canaima;Escenario deportivo;Celular;Tecnología;Mercancía;Sin dato;no;si;no;no;llena;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;si;si;si;no;llena;noche;si
Hombre;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Floresta de La Sabana�;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;no;si;llena;dia;si
Hombre;50;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;si;si;vacia;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Buenavista;Vía pública;Soat;Documentos;Mercancía;Sin dato;si;si;si;si;vacia;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Vía pública;Licencia;Documentos;Mercancía;Sin dato;no;no;si;no;vacia;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Llanurita;Vía pública;Revisión técnico mecánica;Documentos;Mercancía;Sin dato;no;no;no;si;vacia;noche;si
Hombre;30;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;no;si;no;llena;noche;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Naranjos;Estación del Transmilenio;Celular;Tecnología;Mercancía;Sin dato;no;no;si;no;llena;noche;si
Hombre;31;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Vía pública;Licencia;Documentos;Mercancía;Sin dato;si;si;si;si;llena;dia;si
Hombre;19;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Cedros;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;no;llena;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Hotel- motel y hostal;Celular;Tecnología;Mercancía;Azul;si;no;si;si;vacia;noche;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Consuelos;Transmilenio Plus;Sin dato documentos;Documentos;Mercancía;Sin dato;no;no;si;no;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Marant�;Transmilenio Plus;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Granja Norte;Transmilenio Plus;Cédula;Documentos;Mercancía;Sin dato;si;no;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Transmilenio Plus;Sin dato;Sin dato;Sin dato;Sin dato;si;no;si;no;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Los Laureles;Transmilenio Plus;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;noche;si
Mujer;38;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;si;llena;noche;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Transmilenio Plus;Carne;Alimento;Mercancía;Sin dato;si;no;si;no;llena;noche;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa Teresa;Transmilenio Plus;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;llena;dia;si
Mujer;45;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Transmilenio Plus;Carne;Alimento;Mercancía;Sin dato;si;no;no;si;vacia;dia;si
Mujer;44;Transmilenio;Hurto a persona;Cosquilleo;De celular;No;El Tober�n;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;no;si;no;si;llena;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio;Licencia;Documentos;Mercancía;Sin dato;no;no;si;no;vacia;dia;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;no;si;si;llena;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;llena;noche;si
Hombre;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;no;si;si;si;vacia;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;no;no;no;vacia;dia;si
Hombre;24;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Antonio Norte;Estación del Transmilenio;Celular;Tecnología;Mercancía;Negro;si;si;no;no;vacia;dia;si
Hombre;40;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Celular;Tecnología;Mercancía;Gris;no;si;si;si;llena;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Canaima;Estación del Transmilenio;Tarjeta para computador;Tecnología;Mercancía;Sin dato;no;no;no;si;llena;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torca;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Floresta de La Sabana�;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;si;si;si;vacia;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Altos de Serrezuela;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;si;si;llena;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balcones de Vista;Estación del Transmilenio;Soat;Documentos;Mercancía;Sin dato;si;no;si;no;vacia;dia;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Balmoral�;Estación del Transmilenio;Licencia;Documentos;Mercancía;Sin dato;si;si;si;no;vacia;noche;si
Mujer;27;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Buenavista;Estación del Transmilenio;Sin dato documentos;Documentos;Mercancía;Sin dato;no;si;si;no;llena;dia;si
Mujer;54;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;no;no;llena;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;No;No;Los Consuelos;Estación del Transmilenio;Billetera;Prendas de vestir y accesorios;Mercancía;Café;no;no;si;si;vacia;dia;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Antonio Norte;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;no;no;llena;noche;si
Hombre;29;Transmilenio;Hurto a persona;Cosquilleo;No;No;San Juan Bosco;Estación del Transmilenio;Carne;Alimento;Mercancía;Sin dato;no;si;si;no;llena;noche;si
Mujer;41;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Juan Bosco;Bus de servicio público;Celular;Tecnología;Mercancía;Blanco;si;no;no;no;vacia;noche;si
Mujer;33;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Redil;Transmilenio Plus;Celular;Tecnología;Mercancía;Negro;si;no;no;si;llena;dia;si
Hombre;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Cita;Estación del Transmilenio;Celular;Tecnología;Mercancía;Azul;no;no;no;si;vacia;noche;si
Hombre;26;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;San Crist�bal Norte;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;no;no;si;vacia;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Torcoroma;Estación del Transmilenio;Cédula;Documentos;Mercancía;Sin dato;si;no;si;si;vacia;noche;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Tober�n;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;no;no;no;llena;dia;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Babilonia;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;vacia;noche;si
Mujer;22;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Santa M�nica;Estación del Transmilenio;Tarjeta de comunicación;Otros elementos;Mercancía;Sin dato;si;no;si;no;llena;dia;si
Hombre;47;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Sonora;Bus de servicio público;Celular;Tecnología;Mercancía;Gris;si;no;si;no;llena;noche;si
Hombre;18;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;Buenavista;Estación del Transmilenio;Celular;Tecnología;Mercancía;Plata;no;si;no;no;vacia;dia;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Refugio de San Antonio;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;si;vacia;noche;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;El Verbenal;Estación del Transmilenio;Peso;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;no;si;si;llena;noche;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Estrellita;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;si;si;si;no;llena;dia;si
Mujer;32;Transmilenio;Hurto a persona;Cosquilleo;Sin dato;No;La Frontera;Estación del Transmilenio;Tarjeta bancaria;Dinero- joyas- piedras preciosas y título valor;Mercancía;Sin dato;no;si;si;no;llena;noche;si
